Sales Order Number,Item Number,Sales Order Type,Sales Order Type Description,Sales Organization,Sales Region,Sales Group,Distribution Channel,DIG New,Sold-To Party Code,Sold To Party Name,Ship-To State,Brand Name,Material Description,Plant Code,Plant Name,Incoterms,Customer Service Rep,Customer Reference Date,Order Max Confirm Date,Delivery Created on Date,Schedule Ship Date,Latest Estimated Delivery to Customer,Goods Issue Date,Reference Date,Order Quantity,Order Points,Delivered Quantity,Total Cases,Total Points,Return Points,Return Cases,Status,Kpi Month Flag,Kpi Qtr Flag
454176,000050,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050031,SGWS - ND (SHAKOPEE),MN,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-29 00:00:00,,2025-09-22 00:00:00,,,,2025-09-29 00:00:00,24,432,24,24,432,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454176,000010,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050031,SGWS - ND (SHAKOPEE),MN,RUFFINO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-29 00:00:00,,2025-09-22 00:00:00,,,,2025-09-29 00:00:00,11,88,11,11,88,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
452001,000040,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050033,SGWS - SD (SHAKOPEE),MN,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-15 00:00:00,,2025-09-22 00:00:00,,,,2025-09-15 00:00:00,12,78,12,12,78,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
452001,000050,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050033,SGWS - SD (SHAKOPEE),MN,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-15 00:00:00,,2025-09-22 00:00:00,,,,2025-09-15 00:00:00,8,144,8,8,144,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454174,000020,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050033,SGWS - SD (SHAKOPEE),MN,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-29 00:00:00,,2025-09-22 00:00:00,,,,2025-09-29 00:00:00,12,78,12,12,78,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
452001,000030,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050033,SGWS - SD (SHAKOPEE),MN,RUFFINO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-15 00:00:00,,2025-09-22 00:00:00,,,,2025-09-15 00:00:00,13,104,13,13,104,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
452001,000010,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050033,SGWS - SD (SHAKOPEE),MN,UNSHACKLED,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-15 00:00:00,,2025-09-22 00:00:00,,,,2025-09-15 00:00:00,28,532,28,28,532,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454174,000010,ZWSO,W&S Sales Order,1016,SGWS CENTRAL - CP,SGWS CENTRAL,10,SGWS,2000050033,SGWS - SD (SHAKOPEE),MN,UNSHACKLED,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,BETH BRIDGMAN,2025-09-29 00:00:00,,2025-09-22 00:00:00,,,,2025-09-29 00:00:00,28,532,28,28,532,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000030,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,BLINDFOLD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,28,672,28,28,672,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000050,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,HARVEY & HARRIET,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,168,3360,168,168,3360,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000090,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,60,1290,60,60,1290,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
453001,000010,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,SHEILA CROUSE,2025-09-17 00:00:00,2025-09-16 00:00:00,,,,,2025-09-17 00:00:00,28,2058,0,28,2058,0,0,In CRC,In CRC- Expected to Advance/Ship,In CRC- Expected to Advance/Ship
450072,000010,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,SHEILA CROUSE,2025-09-17 00:00:00,2025-09-25 00:00:00,,,,,2025-09-25 00:00:00,28,2058,0,28,2058,0,0,In CRC,In CRC- Expected to Advance/Ship,In CRC- Expected to Advance/Ship
450072,000020,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PPL,SHEILA CROUSE,2025-09-17 00:00:00,2025-09-25 00:00:00,,,,,2025-09-25 00:00:00,28,2058,0,28,2058,0,0,In CRC,In CRC- Expected to Advance/Ship,In CRC- Expected to Advance/Ship
454005,000010,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,KIM CRAWFORD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,50,1100,50,50,1100,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000070,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,KIM CRAWFORD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,56,1176,56,56,1176,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000080,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,KIM CRAWFORD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,560,11760,560,560,11760,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000040,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,LINGUA FRANCA,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,28,1008,28,28,1008,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000020,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,400,1600,400,400,1600,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
454005,000060,ZWSO,W&S Sales Order,1016,SGWS WEST - CA,SGWS WEST,10,SGWS,2222803,SGWS - CA (SCAL),CA,RUFFINO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,PP,SHEILA CROUSE,2025-09-23 00:00:00,,2025-09-10 00:00:00,,,,2025-09-23 00:00:00,70,314.16021,70,70,314.16021,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
446592,000020,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,AUSTIN COCKTAILS,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-07 00:00:00,,2025-07-28 00:00:00,,,,2025-08-07 00:00:00,16,42.666688,16,16,42.666688,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000030,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,AUSTIN COCKTAILS,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,32,85.333376,32,32,85.333376,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
446592,000010,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-07 00:00:00,,2025-07-28 00:00:00,,,,2025-08-07 00:00:00,5,317.5,5,5,317.5,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
446592,000030,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-07 00:00:00,,2025-07-28 00:00:00,,,,2025-08-07 00:00:00,16,256,16,16,256,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000010,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,HIGH WEST,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,56,896,56,56,896,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000060,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,KIM CRAWFORD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,20,320,20,20,320,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000120,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,KIM CRAWFORD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,14,224,14,14,224,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000170,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,KIM CRAWFORD,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,56,896,56,56,896,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
452883,000010,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-09-16 00:00:00,,2025-09-03 00:00:00,,,,2025-09-16 00:00:00,56,112,56,56,112,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
452883,000020,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,MI CAMPO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-09-16 00:00:00,,2025-09-03 00:00:00,,,,2025-09-16 00:00:00,88,880,88,88,880,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000110,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,MY FAVORITE NEIGHBOR,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,88,1980,88,88,1980,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000160,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,ROBERT MONDAVI WINERY,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,56,1344,56,56,1344,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000100,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,RUFFINO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,56,1792,56,56,1792,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000130,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,RUFFINO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,14,70,14,14,70,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000140,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,RUFFINO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,32,32,32,32,32,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000020,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,SALDO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,14,378,14,14,378,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
453379,000030,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,SALDO,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-09-19 00:00:00,,2025-09-09 00:00:00,,,,2025-09-19 00:00:00,126,3402,126,126,3402,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000040,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,THE PRISONER,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,11,484,11,11,484,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000050,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,THE PRISONER,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,44,968,44,44,968,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000070,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,THE PRISONER,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,280,14280,280,280,14280,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000090,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,THE PRISONER,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,42,2142,42,42,2142,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
453379,000020,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,THE PRISONER,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-09-19 00:00:00,,2025-09-09 00:00:00,,,,2025-09-19 00:00:00,22,484,22,22,484,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000080,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,UNSHACKLED,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,28,560,28,28,560,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
447308,000150,ZWSO,W&S Sales Order,1016,SGWS WEST - NW SW,SGWS WEST,10,SGWS,2223798,SGWS - HI (HONOLULU),HI,UNSHACKLED,FERT,US59,CBUSO LODI DISTRIBUTION CENTER,FOB,KIT MEERDINK,2025-08-13 00:00:00,,2025-07-30 00:00:00,,,,2025-08-13 00:00:00,392,7840,392,392,7840,0,0,At warehouse,AT WHSE Still Expected to Schedule/Ship,AT WHSE Still Expected to Schedule/Ship
